state,district,office_type,Past Elections,Voting Regulations,Polls,Demographics,Campaign Finance,Consumer Confidence Index,Gas Prices,Unemployment & Inflation,Expert Ratings,Composition of Congress/Presidency,Other,median_margin,campaign,use_campaign,std,rep_name,dem_name,weird,bin_bounds,num_bins,bins,bin_edges,democrat_winning_num,republican_winning_num,tie_num,called,dem_winning_pct_eday,rep_winning_pct_eday,tie_pct_eday
IL,5,House,33.3116714243781,0.5209767339043153,0.3976129206258731,-1.1815244358760937,9.999602480614598,0.8186263108417892,-0.1180347543516017,0.2078765044449146,-0.0426850123930967,0.0253514854570277,1.4003813017385385,45.31178747839007,"[-5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -5.62, -4.91, -4.06, -2.91, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,7.568755809154016,Tom Hanson,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34, 188, 809, 2852, 6876, 13303, 18945, 20586, 17356, 11035, 5306, 2032, 553, 103, 18, 2, 1, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",100000,0,0,NC,100000,0,0
IL,6,House,5.93961623628836,0.4281407331829832,0.6988982374226005,-1.1170659629033688,12.352095375012834,0.8714846103885124,-0.3106488258010109,0.4339602173520298,0.7807602698399675,0.0813348582594678,1.382367851316648,21.55832943512872,"[-11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -11.31, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.92, -10.2, -10.12, -10.12, -9.35, -8.79, -8.21, -8.18, -7.89, -7.54, -5.89, -5.36, -5.36, -4.09, -3.54, -2.7, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",True,7.635870432821458,Niki Conforti,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 38, 195, 813, 2779, 6730, 12741, 18632, 20667, 17319, 11370, 5702, 2219, 624, 140, 22, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",99762,238,0,NC,99769,231,0
IL,7,House,47.48588903446945,0.4579083354218243,0.3006541535638609,3.3201859378960745,10.461520457240017,0.8186445812178432,0.0842298155476907,0.2189526230766943,-0.0490549641546668,0.0206075287597521,1.3928912271933358,64.4921533557445,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,7.804407435136406,Chad Koppie,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 77, 333, 1250, 3789, 8245, 14515, 19238, 19649, 15923, 9842, 4727, 1789, 487, 102, 22, 1]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",100000,0,0,NC,100000,0,0
IL,8,House,10.539175281157767,0.3802592684252524,0.7920018532774707,-0.0013650501355338,11.07691354946864,1.0509120439011692,-0.3042906647518535,0.4245547621749596,0.6088724178529765,0.0755412027335369,1.3885898509034915,26.05113344325446,"[-8.41, -8.41, -8.41, -8.41, -8.41, -8.41, -8.41, -8.41, -7.63, -7.63, -7.63, -7.63, -7.63, -7.63, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -6.35, -6.19, -6.19, -6.19, -6.08, -6.08, -6.08, -6.08, -6.08, -6.08, -6.08, -5.43, -5.43, -5.33, -4.64, -4.31, -3.96, -3.77, -2.84, -2.84, -1.98, -1.98, -1.98, 0.0, 0.0, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02, 0.02]",True,7.543079856492437,Mark Rice,Raja Krishnamoorthi,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 27, 144, 612, 2292, 6180, 11931, 18127, 20899, 18155, 12276, 6104, 2334, 733, 153, 25, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",99970,30,0,NC,99973,27,0
IL,10,House,18.165843537292304,0.4537425267712683,0.918863525738495,-0.6834033650004953,4.717585493089337,0.5923788524556719,-0.1619421734215008,0.2634879721406229,0.4570916153734497,0.0324008784436241,1.3973859746541153,26.149807577997493,"[-2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.97, -2.85, -2.85, -2.36, -2.36, -2.25, -1.91, -1.31, -0.94, -0.94, -0.74, -0.63, -0.44, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.46, 0.68, 0.68, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.08, 1.09, 1.09, 1.09, 1.09, 1.09, 1.09]",True,7.59964588992044,Jim Carris,Brad Schneider,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 130, 637, 2287, 5984, 11796, 18056, 20635, 18241, 12287, 6403, 2560, 750, 170, 32, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",99971,29,0,NC,99974,26,0
IL,11,House,8.727711329327175,0.3555617619552453,0.6021442481189179,-0.3058556926408263,6.219153434374677,0.6309517766701416,-0.2111709575071956,0.3692954170813895,0.5273193675719852,0.0494820905960926,1.3882267508917956,18.363023526896832,"[-5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.9, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.63, -5.54, -5.54, -4.77, -4.22, -3.63, -3.34, -2.99, -2.89, -1.04, -0.93, -0.73, 0.0, 0.0, 0.68, 0.68, 0.68, 1.05, 1.05, 1.05, 1.05, 1.05, 1.05, 1.05, 1.05, 1.05, 1.05, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.26, 1.49, 1.49, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63, 1.63]",True,7.557240350854434,Unknown,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 22, 120, 609, 2052, 5759, 11489, 17697, 20790, 18582, 12736, 6515, 2646, 770, 176, 28, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",99246,754,0,NC,99250,750,0
IL,12,House,-27.978742099007786,1.1509854063530909,-1.0139533284242968,-1.343809209491072,-9.96864562933171,0.262183973719107,-0.0838313195621809,0.6147052033642312,-2.3645962218524574,0.0489314738775549,1.3517517067185665,-39.29964299779446,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",False,7.942485750285693,Unknown,Unknown,,"(-100, 100)",50,"[0, 0, 0, 0, 1, 0, 0, 13, 68, 358, 1365, 3757, 8218, 14035, 18703, 19569, 16241, 10143, 4867, 1928, 580, 126, 23, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",0,100000,0,NC,0,100000,0
IL,13,House,10.665887081845376,0.4346358821355017,0.8107630516125741,-0.1011447232213292,11.435997206657746,1.024339126030355,-0.3215970366456827,0.4104150525021141,0.6190098583422378,0.0897017291089059,1.3888512538594198,26.476169472869877,"[-9.29, -9.29, -9.29, -9.29, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -9.02, -8.93, -8.93, -8.93, -8.16, -8.16, -8.16, -7.66, -7.66, -7.66, -7.11, -6.99, -5.96, -5.67, -5.22, -4.99, -4.14, -4.05, -3.86, -3.22, -2.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03, 0.03]",True,7.527971389344805,Unknown,Nikki Budzinski,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 16, 125, 512, 2008, 5590, 11257, 17611, 20901, 18787, 12912, 6630, 2614, 823, 178, 26, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",99981,19,0,NC,99978,22,0
IL,14,House,5.886831602208471,0.414315590994428,0.6705941063851021,-0.7498957153364518,11.414896816080343,0.8573876999704488,-0.305590872650813,0.4106451338044012,0.7424343676105224,0.0760121455672527,1.3832599679729465,20.808110740555875,"[-10.07, -10.07, -10.07, -10.07, -10.07, -10.07, -10.07, -10.07, -10.07, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.69, -9.05, -9.05, -9.05, -8.97, -8.88, -8.88, -8.88, -8.11, -8.11, -7.61, -7.61, -7.06, -6.97, -6.68, -5.19, -5.08, -4.42, -4.22, -3.05, -2.25, -1.77, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16, 0.16]",True,7.608765235405068,Unknown,Lauren Underwood,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 53, 239, 1076, 3326, 7656, 13867, 19477, 20436, 16588, 10111, 4768, 1809, 467, 98, 20, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",99701,299,0,NC,99701,299,0
IL,17,House,1.018164619884049,0.3826675849931793,0.7149843063445707,-0.5146504561658327,7.924766283234271,0.9331880218908176,-0.343505081168994,0.3904956595357456,2.133458977263415,0.087340002452361,1.3769767857854038,14.1229006770611,"[-8.65, -8.65, -8.65, -8.65, -8.65, -8.65, -8.65, -7.98, -7.98, -7.98, -7.98, -7.87, -7.87, -7.87, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.21, -7.01, -7.01, -6.93, -6.93, -6.93, -6.93, -6.15, -6.15, -4.56, -4.56, -4.45, -4.17, -3.57, -2.96, -1.41, -0.85, -0.85, 0.0, 0.0, 0.0, 0.08, 1.4, 1.4, 1.97, 2.13, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.27, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33, 2.33]",True,7.671417356634086,Unknown,Eric Sorensen,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 31, 174, 686, 2344, 6013, 11915, 17863, 20714, 18053, 12317, 6386, 2483, 803, 183, 26, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",96759,3241,0,NC,96857,3143,0
IN,1,House,1.3497408500579864,-0.2615878922336384,0.6845049886427517,-1.1939700403539877,8.079628330742679,0.8648508942315896,-0.3433826005067468,0.3789642961072861,1.9280972344827016,0.0873624633304796,1.376747203850886,12.948800045010913,"[-6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.92, -6.25, -6.25, -6.25, -6.25, -6.25, -6.06, -6.06, -6.06, -6.06, -6.06, -6.06, -6.06, -6.06, -6.06, -6.06, -6.06, -6.06, -5.97, -5.26, -5.23, -4.93, -3.26, -2.81, -2.39, -2.39, -2.39, -0.44, 0.0, 0.8, 0.8, 0.8, 0.8, 0.88, 1.99, 1.99, 1.99, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.12, 2.19, 2.19, 2.19, 2.19, 2.19, 2.19, 2.19, 2.19, 2.21, 2.21, 2.21, 2.21, 2.21, 2.43, 2.43, 2.43, 2.43, 2.43, 2.43, 2.43]",True,7.93941894220303,Unknown,Frank Mrvan,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 9, 78, 328, 1222, 3443, 7839, 13486, 18786, 19697, 16231, 10639, 5264, 2140, 657, 148, 26, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",94916,5084,0,NC,95029,4971,0
IN,2,House,-19.90357021502938,-0.4562098098811702,-0.8817486344817254,-0.8704429997302985,-8.877084814248564,0.1974269867044961,-0.1601802507731387,0.4967980410649784,-1.9854834451982957,0.0480879407013207,1.3702447107763165,-31.020444901186167,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.93, 3.25, 3.53, 5.45, 5.92, 5.94, 6.05, 6.78, 7.41, 9.06, 9.92, 10.04, 10.04, 10.22, 10.22, 10.43, 10.43, 10.43, 10.43, 10.43, 10.43, 10.43, 10.43, 10.43, 10.43, 10.43, 10.43, 10.43, 11.55, 12.01, 12.01, 12.01, 12.01, 12.37, 12.37, 12.37, 12.37, 12.37, 12.37, 12.37, 12.37, 12.37, 12.37, 12.37, 12.37, 13.27, 13.27, 13.27, 13.27, 13.27]",True,7.974773220233192,Rudy Yakym,Lori Camp,,"(-100, 100)",50,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 12, 74, 356, 1221, 3536, 7820, 13639, 18468, 19630, 16599, 10511, 5182, 2123, 653, 136, 36, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-100.0, -96.0, -92.0, -88.0, -84.0, -80.0, -76.0, -72.0, -68.0, -64.0, -60.0, -56.0, -52.0, -48.0, -44.0, -40.0, -36.0, -32.0, -28.0, -24.0, -20.0, -16.0, -12.0, -8.0, -4.0, 0.0, 4.0, 8.0, 12.0, 16.0, 20.0, 24.0, 28.0, 32.0, 36.0, 40.0, 44.0, 48.0, 52.0, 56.0, 60.0, 64.0, 68.0, 72.0, 76.0, 80.0, 84.0, 88.0, 92.0, 96.0, 100.0]",3,99997,0,NC,6,99994,0
