office_type,state,county,district,fips,Democratic_name,Republican_name,Independent_name,Green_name,pct_reporting,Democratic_votes,Republican_votes,Independent_votes,Green_votes,total_votes,Democratic_votes_percent,Republican_votes_percent,Independent_votes_percent,Green_votes_percent,margin_votes,margin_pct,pct_absentee,absentee_margin,swing,democratic_votes_1,democratic_percent_1,republican_votes_1,republican_percent_1,margin_pct_1,margin_votes_1,democratic_votes_2,democratic_percent_2,republican_votes_2,republican_percent_2,margin_pct_2,margin_votes_2,performance_vs_president,votes_remaining,total_votes_estimate,margin_estimate,total_votes_lower,margin_lower,total_votes_upper,margin_upper,expected_pct_in
President,AL,Dallas,0,047,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,16.666666666666668,9888,4787,308,308,15291,64.66548950362959,31.30599699169446,2.0142567523379764,2.0142567523379764,5101,33.35949251193513,0,NA,-4.179692441042924,12230,68.5,5524,30.9,37.539184952978054,6706,12826,68.5,5784,30.9,37.597437266417515,7042,NA,-548,14743,37,12054,-30,16078,105,100
President,AL,DeKalb,0,049,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,26.923076923076923,4184,20683,521,259,25647,16.31379888485983,80.64490973603151,2.0314266775841228,1.0098647015245448,-16499,-64.33111085117167,0,NA,5.453600962426904,4281,14.6,24767,84.4,-69.78471181359858,-20486,3682,14.1,21779,83.5,-69.37437706049222,-18097,NA,-801,24846,-69,20314,-136,27095,-1,100
President,AL,Elmore,0,051,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,33.333333333333336,10217,25360,755,754,37086,27.549479587984685,68.38159952542739,2.0358086609502237,2.0331122256377068,-15143,-40.832119937442705,0,NA,7.417940993583372,10367,25.3,30164,73.5,-48.25006093102608,-19797,8436,22.9,27619,74.8,-51.97940658447365,-19183,NA,-2271,34815,-49,28465,-116,37967,19,100
President,AL,Escambia,0,053,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,26.666666666666668,3926,9398,279,279,13882,28.28122748883446,67.69917879268117,2.009796859242184,2.009796859242184,-5472,-39.417951303846706,0,NA,-2.0138029694658144,4918,30.9,10869,68.3,-37.40414833438089,-5951,4698,30.9,10282,67.6,-36.70544928679419,-5584,NA,-389,13493,-36,11032,-104,14715,31,100
President,AL,Etowah,0,055,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,23.529411764705884,13983,25403,845,845,41076,34.04177621969033,61.843899113837765,2.057162333235953,2.057162333235953,-11420,-27.802122894147438,0,NA,22.401112104176406,11567,24.2,35528,74.4,-50.20323499832384,-23961,10350,23.8,32132,73.9,-50.103510143994114,-21782,NA,-835,40241,-48,32901,-115,43884,20,100
President,AL,Fayette,0,057,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,14.285714285714286,1411,6042,155,155,7763,18.17596290094036,77.83073554038387,1.996650779337885,1.996650779337885,-4631,-59.65477263944351,0,NA,7.707764435619239,1395,15.9,7300,83.3,-67.36253707506275,-5905,1358,16.6,6705,81.8,-65.23914104441191,-5347,NA,-260,7503,-66,6134,-133,8182,2,100
President,AL,Franklin,0,059,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,36.8421052631579,1774,8871,220,109,10974,16.16548204847822,80.83652268999454,2.0047384727537816,0.9932567887734646,-7097,-64.67104064151631,0,NA,1.2376888862305435,2086,16.6,10376,82.5,-65.90872952774686,-8290,2197,18.4,9466,79.2,-60.8030112923463,-7269,NA,-472,10502,-65,8587,-132,11453,3,100
President,AL,Geneva,0,061,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,7.6923076923076925,1215,9403,220,220,11058,10.987520347259903,85.03345993850606,1.9895098571170193,1.9895098571170193,-8188,-74.04593959124615,0,NA,-0.2874700814813025,1595,12.7,10848,86.5,-73.75846950976485,-9253,1522,13.1,9967,85.5,-72.43331332018184,-8445,NA,-407,10651,-73,8709,-140,11616,-5,100
President,AL,Greene,0,063,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,13.333333333333334,3056,825,81,81,4043,75.58743507296562,20.40563937670047,2.0034627751669554,2.0034627751669554,2231,55.18179569626515,0,NA,-7.833911110017574,3884,81.3,875,18.3,63.01570680628272,3009,4006,82.4,838,17.2,65.15837104072398,3168,NA,-153,3890,63,3181,-4,4242,131,100
President,AL,Hale,0,065,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,20,4127,2623,140,140,7030,58.705547652916074,37.311522048364154,1.9914651493598863,1.9914651493598863,1504,21.39402560455192,0,NA,2.4972823578970313,4687,59.2,3190,40.3,18.89674324665489,1497,4772,59.6,3172,39.6,19.975031210986263,1600,NA,-398,6632,19,5422,-48,7232,87,100
President,AL,Henry,0,067,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,33.333333333333336,2409,5855,84,84,8432,28.569734345351044,69.43785578747628,0.9962049335863378,0.9962049335863378,-3446,-40.868121442125236,0,NA,2.1626378609506958,2606,28,6607,71.1,-43.03075930307593,-4001,2286,28.5,5623,70.1,-41.62404889609579,-3337,NA,-544,7888,-43,6449,-110,8602,25,100
President,AL,Houston,0,069,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,32.142857142857146,11345,27165,809,404,39723,28.56027993857463,68.38607355939884,2.036603479092717,1.0170430229338168,-15820,-39.82579362082421,0,NA,2.841999245136421,12917,28,32618,70.6,-42.66779286596063,-19701,10547,25.1,30567,72.7,-47.6326433499881,-20020,NA,-1158,38565,-42,31531,-109,42056,26,100
President,AL,Jackson,0,071,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,10.526315789473685,3399,16593,423,423,20838,16.311546213648143,79.62856320184278,2.029945292254535,2.029945292254535,-13194,-63.31701698819464,0,NA,4.177482927188677,3717,15.7,19670,83.2,-67.49449991538332,-15953,3663,17.6,16643,80.1,-62.44888140485927,-12980,NA,-704,20134,-67,16462,-134,21957,1,100
President,AL,Jefferson,0,073,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,35.26315789473684,152164,123384,5735,2869,284152,53.550212562290604,43.421830569554324,2.0182859877811876,1.0096708803738843,28780,10.12838199273628,0,NA,-3.0203867583378408,181688,55.8,138843,42.6,13.14876875107412,42845,151581,52.2,130614,45,7.227233713992231,20967,NA,-14699,269453,19,220307,-48,293846,87,100
President,AL,Lamar,0,075,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,15.384615384615385,831,5248,127,127,6333,13.121743249644718,82.86751934312332,2.00536870361598,2.00536870361598,-4417,-69.7457760934786,0,NA,2.491120889699488,978,13.6,6174,85.8,-72.23689698317808,-5196,1035,14.9,5819,84,-69.02322897128842,-4784,NA,-116,6217,-71,5083,-138,6780,-3,100
President,AL,Lauderdale,0,077,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,40.625,7954,29823,793,794,39364,20.20627984960878,75.7621176709684,2.0145310435931307,2.017071435829692,-21869,-55.55583782135962,0,NA,-10.886359484004238,11915,26.9,31721,71.5,-44.66947833735538,-19806,9877,25.4,27735,71.5,-46.01035735449463,-17858,NA,-2038,37326,-42,30518,-109,40705,26,100
President,AL,Lawrence,0,079,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,46.666666666666664,3210,10658,291,291,14450,22.214532871972317,73.75778546712803,2.013840830449827,2.013840830449827,-7448,-51.543252595155714,0,NA,3.1008744087741746,3562,22.2,12322,76.9,-54.64412700392989,-8760,3611,24.7,10732,73.4,-48.69725774464885,-7121,NA,-525,13925,-55,11385,-122,15186,13,100
President,AL,Lee,0,081,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,29.166666666666668,21597,39390,1269,1269,63525,33.997638724911454,62.007083825265646,1.9976387249114522,1.9976387249114522,-17793,-28.009445100354192,0,NA,-7.909793600683095,27860,39,42221,59.1,-20.099651499671097,-14361,20987,36.4,34321,59.5,-23.12200873968232,-13334,NA,-5190,58335,-17,47695,-84,63616,51,100
President,AL,Limestone,0,083,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,46.15384615384615,9269,34761,461,461,44952,20.619772201459334,77.3291510945008,1.0255383520199324,1.0255383520199324,-25492,-56.70937889304147,0,NA,-14.121788764068178,13672,27.8,34640,70.4,-42.58759012897329,-20968,9340,23.7,28824,73.2,-49.45177664974619,-19484,NA,-3021,41931,-43,34283,-110,45726,25,100
President,AL,Lowndes,0,085,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,38.46153846153846,3847,1526,111,111,5595,68.75781948168007,27.274352100089367,1.9839142091152815,1.9839142091152815,2321,41.48346738159071,0,NA,-4.398024937355892,4972,72.7,1836,26.9,45.8814923189466,3136,4882,73.1,1751,26.2,46.899340922708205,3131,NA,-49,5546,47,4534,-20,6048,115,100
President,AL,Macon,0,087,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,26.666666666666668,5707,1514,151,74,7446,76.64517861939296,20.33306473274241,2.027934461455815,0.9938221864088101,4193,56.31211388665055,0,NA,-7.507672883955891,7108,81.5,1541,17.7,63.81978677060644,5567,7237,82.7,1394,15.9,66.79240969364426,5843,NA,-246,7200,65,5887,-3,7852,133,100
President,AL,Madison,0,089,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,32.432432432432435,81402,83132,3441,1730,169705,47.966765858401345,48.986181903892046,2.027636192215904,1.0194160454907044,-1730,-1.0194160454907006,0,NA,6.935730360214578,87286,44.8,102780,52.8,-7.955146405705278,-15494,62435,39.2,89199,55.9,-16.7827782759464,-26764,NA,-7838,161867,-5,132344,-72,176520,63,100
President,AL,Marengo,0,091,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,25,5099,4040,191,191,9521,53.55529881314988,42.43251759268984,2.006091797080139,2.006091797080139,1059,11.122781220460041,0,NA,9.792505991102242,5488,50.3,5343,49,1.3302752293577982,145,5607,51.2,5224,47.7,3.4983558640847643,383,NA,-391,9130,4,7464,-63,9956,72,100
President,AL,Marion,0,093,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,4.761904761904762,1957,9667,243,243,12110,16.160198183319572,79.82658959537572,2.0066061106523536,2.0066061106523536,-7710,-63.66639141205615,0,NA,14.134723964202273,1463,10.6,12205,88.4,-77.80111537625842,-10742,1432,11.1,11273,87.3,-76.21592317224288,-9841,NA,-118,11992,-77,9805,-145,13078,-9,100
President,AL,Marshall,0,095,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,17.24137931034483,5760,28449,718,718,35645,16.159349137326412,79.81203534857623,2.0143077570486745,2.0143077570486745,-22689,-63.652686211249815,0,NA,5.0599603654744385,5943,15,33191,83.7,-68.71264657672425,-27248,4913,14.1,29217,83.6,-69.50950950950951,-24304,NA,-2514,33131,-68,27089,-135,36131,-0,100
President,AL,Mobile,0,097,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,14.0625,78238,76537,3259,3258,161292,48.50705552662252,47.452446494556455,2.020558986186544,2.0199389926344766,1701,1.0546090320660682,0,NA,12.939586429371216,79474,43.4,101243,55.3,-11.884977397305148,-21769,68429,41.9,91087,55.7,-13.867688371779884,-22658,NA,-7744,153548,-8,125543,-75,167449,60,100
President,AL,Monroe,0,099,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,26.666666666666668,3420,5363,91,183,9057,37.76084796290162,59.21386772662029,1.0047477089544,2.020536601523683,-1943,-21.45301976371867,0,NA,-5.592502328398087,4455,41.8,6147,57.6,-15.860517435320585,-1692,4310,42.3,5771,56.7,-14.344624447717232,-1461,NA,22,9079,-14,7423,-81,9901,54,100
President,AL,Montgomery,0,101,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,18.181818181818183,52000,29066,1708,1706,84480,61.553030303030305,34.405776515151516,2.021780303030303,2.019412878787879,22934,27.14725378787879,0,NA,-4.341867546812907,64529,65.1,33311,33.6,31.489121334691696,31218,58669,62,33928,35.9,26.16102017510468,24741,NA,-4118,80362,33,65704,-34,87637,101,100
President,AL,Morgan,0,103,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,20,13557,31959,967,967,47450,28.57112750263435,67.35300316122233,2.0379346680716544,2.0379346680716544,-18402,-38.78187565858798,0,NA,10.415845945224241,13234,24.6,39664,73.8,-49.19772160381222,-26430,11216,22.4,37392,74.8,-52.36142505651017,-26176,NA,-2415,45035,-48,36821,-116,49112,19,100
President,AL,Perry,0,105,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,23.076923076923077,3024,1201,87,42,4354,69.45337620578778,27.58383096003675,1.998162609095085,0.9646302250803859,1823,41.86954524575103,0,NA,-6.3331316184937165,3860,73.8,1339,25.6,48.202676864244744,2521,3823,72.7,1403,26.7,46.051379638439585,2420,NA,-20,4334,48,3543,-19,4726,116,100
President,AL,Pickens,0,107,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,20,3058,5010,168,168,8404,36.38743455497382,59.61446930033318,1.9990480723465016,1.9990480723465016,-1952,-23.227034745359354,0,NA,-6.967208514494647,4022,41.6,5594,57.9,-16.259826230864707,-1572,3972,41.8,5454,57.4,-15.609858858226248,-1482,NA,-379,8025,-15,6562,-82,8752,53,100
President,AL,Pike,0,109,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,11.764705882352942,3863,6627,219,219,10928,35.349560761347,60.64238653001464,2.0040263543191803,2.0040263543191803,-2764,-25.29282576866764,0,NA,-7.909688712096582,5636,40.7,8042,58.1,-17.38313705657106,-2406,5039,38.7,7681,59,-20.284069097888676,-2642,NA,366,11294,-16,9234,-83,12316,52,100
President,AL,Randolph,0,111,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,11.11111111111111,1937,7364,95,95,9491,20.408808344747655,77.58929512169424,1.000948266779054,1.000948266779054,-5427,-57.18048677694658,0,NA,1.4704313738331578,2203,20.3,8559,79,-58.65091815077974,-6356,2290,22.6,7697,76,-53.37611056268509,-5407,NA,-267,9224,-58,7542,-126,10059,9,100
President,AL,Russell,0,113,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,50,10135,7058,179,179,17551,57.74599737906672,40.21423280724745,1.019884906842915,1.019884906842915,3077,17.531764571819274,0,NA,11.1367155774923,11228,52.6,9864,46.2,6.395048994326973,1364,9577,50,9210,48.1,1.917851170568562,367,NA,216,17767,7,14526,-60,19375,75,100
President,AL,Shelby,0,117,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,11.363636363636363,34245,68487,1067,1068,104867,32.65564953703262,65.30843830757054,1.0174792832826343,1.0184328721142017,-34242,-32.65278877053792,0,NA,7.740425670523415,33268,28.9,79700,69.3,-40.39321444106133,-46432,22927,23.1,72846,73.4,-50.31751471655512,-49919,NA,-8335,96532,-40,78926,-107,105271,28,100
President,AL,St. Clair,0,115,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,9.67741935483871,7142,32787,839,839,41607,17.165380825341888,78.80164395414234,2.0164876102578893,2.0164876102578893,-25645,-61.63626312880045,0,NA,2.3181933415760057,7744,17.4,36166,81.4,-63.954456470376456,-28422,5550,14.6,31579,83.2,-68.61111843319188,-26029,NA,-3247,38360,-63,31364,-130,41833,5,100
President,AL,Sumter,0,119,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,21.428571428571427,4046,1273,54,54,5427,74.55316012529943,23.45679012345679,0.9950248756218906,0.9950248756218906,2773,51.09637000184264,0,NA,2.6144116486396456,4648,73.9,1598,25.4,48.48195835320299,3050,4739,74.2,1581,24.7,49.413237365044594,3158,NA,-374,5053,51,4131,-17,5510,118,100
President,AL,Talladega,0,121,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,29.62962962962963,13849,16436,643,642,31570,43.86759581881533,52.06208425720621,2.0367437440608174,2.0335761799176435,-2587,-8.194488438390877,0,NA,17.313741379627796,13138,36.8,22235,62.3,-25.508229818018673,-9097,12108,36.5,20596,62,-25.55241134324764,-8488,NA,-1089,30481,-26,24922,-93,33240,42,100
President,AL,Tallapoosa,0,123,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,11.11111111111111,5482,12691,188,188,18549,29.554153862741927,68.41878268370263,1.013531726777724,1.013531726777724,-7209,-38.864628820960704,0,NA,4.50633968935324,5859,27.9,14963,71.3,-43.37096851031394,-9104,5271,28.5,12967,70.1,-41.591007349762215,-7696,NA,-714,17835,-43,14582,-111,19450,25,100
President,AL,Tuscaloosa,0,125,Kamala Harris,Donald J. Trump,Robert F. Kennedy Jr.,Jill Stein,24.56140350877193,25593,50389,1597,1598,79177,32.32378089596726,63.640956338330575,2.0169998863306264,2.0182628793715347,-24796,-31.317175442363315,0,NA,-16.509918200647483,37765,41.9,51117,56.7,-14.807257241715831,-13352,31746,38.9,47701,58.4,-19.526851715866258,-15955,NA,-4313,74864,-12,61210,-80,81642,55,100
