state,fips,county,margin_votes_1,margin_pct_1,absentee_pct_1,absentee_margin_pct_1
AR,007,Benton,-31716,-26.449396223897526,85.80459003269064,-23.98872582369521
AR,009,Boone,-10588,-61.86747691948113,74.69907677924506,-57.68147684605757
AR,011,Bradley,-1121,-30.678708264915162,69.95073891625616,-25.039123630672925
AR,013,Calhoun,-1157,-53.02474793767186,64.57378551787352,-49.04187366926899
AR,015,Carroll,-3401,-28.829363397473934,78.80817156904298,-20.727116274066905
AR,017,Chicot,508,12.381184499146965,70.36314891542773,1.5933494977485279
AR,019,Clark,-1178,-14.032162001191185,77.68910065515188,-6.562404170499847
AR,021,Clay,-3124,-60.273972602739725,27.069264904495466,-58.303635067712044
AR,023,Cleburne,-8340,-65.77287066246056,66.81388012618297,-61.16619452313503
AR,025,Cleveland,-2216,-61.55555555555556,60.111111111111114,-55.12939001848429
AR,027,Columbia,-2686,-31.17455896007428,84.93500464252553,-32.11259907078437
AR,029,Conway,-3079,-35.451928612550375,68.5895221646517,-25.835151922108444
AR,031,Craighead,-13637,-35.41066188881099,74.0879229311106,-31.690733211832327
AR,033,Crawford,-13648,-56.65186169108796,77.9793283798929,-54.12008942829767
AR,035,Crittenden,1181,7.2157389869860085,81.2916233885257,4.2690717775272455
AR,037,Cross,-3174,-45.721694036300775,79.87611639297033,-45.51848512173129
AR,039,Dallas,-610,-23.027557568893922,64.21291053227633,-12.698412698412698
AR,041,Desha,95,2.281460134486071,76.03266090297791,0.3474415666456096
AR,043,Drew,-1923,-27.837290098436597,78.8361320208454,-26.294528094013955
AR,045,Faulkner,-16074,-29.532593518042184,86.09906665686779,-27.71541974307541
AR,047,Franklin,-4377,-61.39711039416468,76.9392621686071,-59.03372835004558
AR,049,Fulton,-2926,-57.159601484664975,69.3299472553233,-51.4792899408284
AR,051,Garland,-15024,-33.99171926966673,86.87074368198375,-31.766329826023544
AR,053,Grant,-5526,-67.39024390243902,73.39024390243902,-64.92190096377534
AR,055,Greene,-9612,-59.701863354037265,82.21739130434783,-58.44224522172698
AR,057,Hempstead,-2332,-34.05373831775701,68.12207943925233,-24.737406216505896
AR,059,Hot Spring,-6120,-48.737755833399696,83.40367922274429,-46.863362933256944
AR,061,Howard,-2027,-41.932147290028965,93.0285477865122,-44.69646430953969
AR,063,Independence,-8444,-58.18632855567806,75.87513781697905,-55.1357733175915
AR,065,Izard,-3610,-62.1342512908778,71.10154905335628,-58.02469135802469
AR,067,Jackson,-2228,-43.763504223138874,69.22019249656256,-36.095346197502835
AR,069,Jefferson,5460,21.702838063439064,64.74680022259321,36.53999631653263
AR,071,Johnson,-4655,-49.010317961676144,67.83533375447463,-42.80614620518392
AR,073,Lafayette,-918,-34.266517357222845,87.08473310936917,-38.36262323189027
AR,075,Lawrence,-3489,-59.569745603551304,68.19190711968585,-55.307961942914375
AR,077,Lee,137,4.810393258426966,73.77106741573034,11.423131841980009
AR,079,Lincoln,-1697,-43.79354838709678,58.76129032258064,-45.67413263065437
AR,081,Little River,-2489,-48.07803747344022,79.77593200695384,-45.47215496368039
AR,083,Logan,-4897,-59.537993920972646,70.5775075987842,-56.020671834625325
AR,085,Lonoke,-16198,-52.82760420063923,86.37401343682734,-52.28817399184413
AR,087,Madison,-4095,-55.70670657053462,60.848864100122434,-45.204560697518446
AR,089,Marion,-4252,-56.67066506730641,70.93162734906038,-52.57422021796317
AR,091,Miller,-7675,-46.433541049065276,77.89339947970234,-43.78252427184466
AR,093,Mississippi,-2738,-22.18441095446443,75.38486468967753,-16.530524505588993
AR,095,Monroe,-398,-14.133522727272727,63.63636363636363,-15.457589285714286
AR,097,Montgomery,-2315,-59.77278595404079,71.90808159049833,-53.824057450628366
AR,099,Nevada,-1057,-31.477069684335913,54.198927933293625,-27.63736263736264
AR,101,Newton,-2483,-62.10605302651326,51.950975487743875,-50.45739046701974
AR,103,Ouachita,-1299,-13.490497455602867,79.17748468169073,-17.785939139559286
AR,105,Perry,-2467,-53.31748433110006,70.93148908580073,-49.87812309567337
AR,107,Phillips,1206,19.32073053508491,66.99775712912528,35.1506456241033
AR,109,Pike,-2875,-67.71078662270372,77.22562411681582,-65.965233302836225
AR,111,Poinsett,-4494,-59.75269246110889,56.36218587953729,-57.419202642132575
AR,113,Polk,-5789,-68.18610129564193,74.39340400471143,-64.18619379354021
AR,115,Pope,-12309,-50.38064833005894,84.72495088408644,-49.05314009661836
AR,117,Prairie,-2132,-61.00143061516452,58.31187410586552,-55.446516192345435
AR,119,Pulaski,38260,22.511708912895102,78.93160582739061,28.54288887729316
AR,121,Randolph,-4140,-60.77510275983558,74.70640046975925,-57.61446256631951
AR,123,Saint Francis,362,5.092853123241418,70.55430500844119,12.901296111665005
AR,125,Saline,-23496,-41.250724205130005,83.97443775347179,-38.535677698563696
AR,127,Scott,-2479,-69.81132075471699,60.46184173472261,-63.251047973917096
AR,129,Searcy,-2777,-69.09679024632993,71.48544414033341,-66.65506439262096
AR,131,Sebastian,-16711,-35.449724225710646,79.84514212982604,-32.41584526687744
AR,133,Sevier,-2768,-53.21030372933487,66.43598615916954,-49.710648148148145
AR,135,Sharp,-4540,-60.00528680941052,77.51784298176051,-56.947996589940324
AR,137,Stone,-3436,-57.86460087571573,69.18154260693836,-52.26387536514119
AR,139,Union,-4894,-29.46950081291022,60.86589992171976,-20.30075187969925
AR,141,Van Buren,-4441,-56.8848469322403,78.57051364160368,-53.994131072709486
AR,143,Washington,-3680,-3.903846561856873,79.17276642691957,2.43591976739512
AR,145,White,-18204,-58.94123360854784,71.59462522259997,-55.74801013024602
AR,147,Woodruff,-687,-27.746365105008078,56.50242326332795,-20.15725518227305
AR,149,Yell,-3942,-58.47797062750334,72.08129357662068,-55.237703231117514
AZ,001,Apache,11851,33.68388142000398,68.30855811045107,38.2723754837099
AZ,003,Cochise,-11825,-19.554181204835217,80.08202007507482,-9.025770215577765
AZ,005,Coconino,17646,24.0585717012516,82.99566438524255,31.40749745375694
AZ,007,Gila,-9434,-34.08483271912711,82.24943998843847,-33.05073577860751
AZ,009,Graham,-6715,-44.77860762870099,69.20512136569752,-41.86741183272307
AZ,011,Greenlee,-1251,-33.920824295010846,70.98698481561821,-21.963330786860197
AZ,012,La Paz,-2893,-38.78016085790885,60.25469168900804,-31.768631813125694
AZ,013,Maricopa,45109,2.1797315744331294,91.60497227557714,4.697738405331527
AZ,015,Mohave,-53704,-51.29076930423571,76.0441239673368,-44.12222752505589
AZ,017,Navajo,-4274,-8.253673985670973,69.83566035185292,-5.3092940298094735
AZ,019,Pima,97223,18.67034096037332,87.31523711676765,25.668545639690244
AZ,021,Pinal,-31971,-17.278165988423936,79.7283786485946,-10.337768679631525
AZ,023,Santa Cruz,6944,35.49920760697306,80.01635908184653,41.611295681063126
AZ,025,Yavapai,-41925,-29.260887772194305,87.2717755443886,-23.63267036139568
AZ,027,Yuma,-4324,-6.183679890169608,84.76818350828019,-3.5293125263601857
CA,001,Alameda,481350,62.50730453075695,38.04835924006908,72.7551971167137
CA,003,Alpine,232,31.309041835357625,98.65047233468286,32.14774281805745
CA,005,Amador,-5432,-24.354375896700144,79.68525824964132,-15.607944635120688
CA,007,Butte,1696,1.6616698998687125,0,NA
CA,009,Calaveras,-6472,-23.82565159770284,69.39699602414962,-11.405230491751102
CA,011,Colusa,-1320,-16.580831553824897,0,NA
CA,013,Contra Costa,263509,45.329734602178505,53.93469300690158,57.70434183541659
CA,015,Del Norte,-1784,-15.576704793503886,0,NA
CA,017,El Dorado,-10217,-8.795702442341963,71.0422782565277,2.388453988027435
CA,019,Fresno,28561,7.82671127955124,63.38646870384224,14.522195514206167
CA,021,Glenn,-3068,-27.157652474108172,45.44569354695937,-21.542656797818466
CA,023,Humboldt,22998,33.40644655230016,54.996150661650425,43.04429360027469
CA,025,Imperial,13831,24.374812752233755,48.74786317254992,38.100574816528685
CA,027,Inyo,14,0.14761703922395614,55.93631379164909,18.73704052780396
CA,029,Kern,-31118,-10.192864536247265,41.5805196336622,6.765294386412692
CA,031,Kings,-5373,-12.2500626980689,75.23312281981715,-12.54318443542033
CA,033,Lake,1818,6.309870887130362,0,NA
CA,035,Lassen,-6171,-51.480770835071326,0,NA
CA,037,Los Angeles,1883355,44.1649577369667,67.01605045534329,47.931649735864085
CA,039,Madera,-6210,-11.557358743393136,66.47435420233752,-5.6694103813203425
CA,041,Marin,103676,66.53147660912533,0,NA
CA,043,Mariposa,-1862,-18.11284046692607,80.34046692607004,-10.533962949509625
CA,045,Mendocino,15515,35.798338717120444,99.23857868020305,36.00790513833992
CA,047,Merced,9594,10.594783223270094,0,NA
CA,049,Modoc,-1959,-45.10706884641952,0,NA
CA,051,Mono,1500,22.26179875333927,73.58266547937073,32.77531262605889
CA,053,Monterey,67654,41.2718166456202,68.66882621718734,47.306421235919125
CA,055,Napa,29141,40.38946638946639,58.74705474705475,49.25683008540556
CA,057,Nevada,9580,14.795366795366796,40.16988416988417,24.725105728565936
CA,059,Orange,137511,9.034217564661756,71.4032401010963,20.275422832105612
CA,061,Placer,-15619,-6.6440080992326145,0,NA
CA,063,Plumas,-1884,-16.731793960923625,0,NA
CA,065,Riverside,79196,7.942187581481734,39.26376615093326,15.104426071653883
CA,067,Sacramento,181403,25.249568509548467,0,NA
CA,069,San Benito,7038,24.41207075962539,73.29864724245577,28.77626348665531
CA,071,San Bernardino,89602,10.652574512857703,40.73270481376244,29.599696452286093
CA,073,San Diego,364556,22.754273494937717,87.3798406259616,28.207293117611343
CA,075,San Francisco,321739,72.53676561763757,71.73393033076093,76.66651999823998
CA,077,San Joaquin,40039,13.878721073721282,0,NA
CA,079,San Luis Obispo,20874,13.069611931327248,69.9331304707164,23.097239755400967
CA,081,San Mateo,215912,57.691763014661284,60.808655153894044,66.34853258457576
CA,083,Santa Barbara,64227,32.05915972426737,0,NA
CA,085,Santa Clara,403355,47.412197131676976,0,NA
CA,087,Santa Cruz,87309,60.28086745790095,0,NA
CA,089,Shasta,-30789,-33.13138921769073,0,NA
CA,091,Sierra,-412,-21.336095287415848,0,NA
CA,093,Siskiyou,-3697,-15.75068166325835,0,NA
CA,095,Solano,62333,30.276815768638556,0,NA
CA,097,Sonoma,138113,51.473816418639146,0,NA
CA,099,Stanislaus,1696,0.7890060198926282,63.978804767531656,7.603708416651518
CA,101,Sutter,-7008,-16.433730419285244,0,NA
CA,103,Tehama,-10230,-35.606139709721205,0,NA
CA,105,Trinity,-337,-5.384246684773926,80.65186131969963,-2.5752773375594296
CA,107,Tulare,-11474,-7.811553255948531,55.5073697109984,-0.3593681008683707
CA,109,Tuolumne,-5711,-18.781241778479348,0,NA
CA,111,Ventura,89181,21.091704605924438,0,NA
CA,113,Yolo,40306,41.427015026620346,0,NA
CA,115,Yuba,-6446,-21.63377634581823,52.00698080279232,-5.181982447083119
CO,001,Adams,38545,16.281574723325168,0,NA
CO,003,Alamosa,-54,-0.6915983606557377,0,NA
CO,005,Arapahoe,86284,24.639688391498158,0,NA
CO,007,Archuleta,-1451,-15.86832895888014,0,NA
CO,009,Baca,-1550,-69.66292134831461,0,NA
CO,011,Bent,-771,-33.90501319261214,0,NA
CO,013,Boulder,116588,56.56563696260753,0,NA
CO,014,Broomfield,12782,27.41036198318751,0,NA
CO,015,Chaffee,938,6.837731447732906,0,NA
CO,017,Cheyenne,-862,-75.88028169014085,0,NA
CO,019,Clear Creek,850,12.981062919975566,0,NA
CO,021,Conejos,-327,-7.5467343641818605,0,NA
CO,023,Costilla,570,27.22063037249284,0,NA
CO,025,Crowley,-834,-47.65714285714286,0,NA
CO,027,Custer,-1362,-37.469050894085285,0,NA
CO,029,Delta,-7194,-37.13990707279298,0,NA
CO,031,Denver,241675,61.36546572243283,0,NA
CO,033,Dolores,-748,-51.62180814354728,0,NA
CO,035,Douglas,-16617,-7.174839486876136,0,NA
CO,037,Eagle,8696,29.842141386410432,0,NA
CO,041,El Paso,-40887,-10.7923695595366,0,NA
CO,039,Elbert,-9537,-50.23968814202181,0,NA
CO,043,Fremont,-10148,-39.70732089055836,0,NA
CO,045,Garfield,710,2.2974372249546984,0,NA
CO,047,Gilpin,390,9.316770186335404,0,NA
CO,049,Grand,-173,-1.7527862208713272,0,NA
CO,051,Gunnison,3397,30.35746201966041,0,NA
CO,053,Hinsdale,-98,-15.50632911392405,0,NA
CO,055,Huerfano,-127,-2.882433045846573,0,NA
CO,057,Jackson,-506,-57.76255707762557,0,NA
CO,059,Jefferson,69979,18.54445910779684,0,NA
CO,061,Kiowa,-697,-77.18715393133998,0,NA
CO,063,Kit Carson,-2482,-64.11779901834151,0,NA
CO,067,La Plata,6315,17.705442005214906,0,NA
CO,065,Lake,806,20.348396869477405,0,NA
CO,069,Larimer,34631,15.436974565165064,0,NA
CO,071,Las Animas,-787,-9.885692752166813,0,NA
CO,073,Lincoln,-1665,-62.80648811769144,0,NA
CO,075,Logan,-5869,-55.725408279529056,0,NA
CO,077,Mesa,-25358,-27.98185890998974,0,NA
CO,079,Mineral,-110,-14.55026455026455,0,NA
CO,081,Moffat,-4467,-63.57813834329633,0,NA
CO,083,Montezuma,-3470,-22.387096774193548,0,NA
CO,085,Montrose,-9083,-36.44571061712543,0,NA
CO,087,Morgan,-5717,-41.59633294528521,0,NA
CO,089,Otero,-2151,-22.462406015037594,0,NA
CO,091,Ouray,788,19.601990049751244,0,NA
CO,093,Park,-2088,-16.988040029289724,0,NA
CO,095,Phillips,-1472,-59.23541247484909,0,NA
CO,097,Pitkin,6209,51.927741072175294,0,NA
CO,099,Prowers,-2550,-45.855062039201584,0,NA
CO,101,Pueblo,1520,1.7213848087790624,0,NA
CO,103,Rio Blanco,-2500,-67.73232186399349,0,NA
CO,105,Rio Grande,-1165,-18.477398889770022,0,NA
CO,107,Routt,4657,27.595401753970137,0,NA
CO,109,Saguache,471,13.897904986721747,0,NA
CO,111,San Juan,140,24.91103202846975,0,NA
CO,113,San Miguel,2788,54.167476199728,0,NA
CO,115,Sedgwick,-820,-56.708160442600274,0,NA
CO,117,Summit,7309,39.55300611504951,0,NA
CO,119,Teller,-5963,-35.20278646909499,0,NA
CO,121,Washington,-2226,-74.00265957446808,0,NA
CO,123,Weld,-30085,-18.01777522248973,0,NA
CO,125,Yuma,-3322,-66.69343505320217,0,NA
CT,001,Fairfield,129060,27.3202990711183,5.714908678312264,60.391895395784715
CT,003,Hartford,124344,27.672832802179215,1.4577064824541102,61.17557251908397
CT,005,Litchfield,-5437,-5.055605147660493,0,NA
CT,007,Middlesex,16183,16.313014727377197,0,NA
CT,009,New Haven,72737,17.401945538324618,6.590953677431085,39.8925550836691
CT,011,New London,22349,16.00885361450961,0,NA
CT,013,Tolland,9313,11.538413886238896,0,NA
CT,015,Windham,-2435,-4.265793069619145,0,NA
DC,001,Ward 1,37316,89.52760250473837,0,NA
DC,002,Ward 2,26160,79.55962409902375,0,NA
DC,003,Ward 3,35692,80.69453550677127,0,NA
DC,004,Ward 4,40576,89.579653832568,0,NA
DC,005,Ward 5,41551,90.11863708330623,0,NA
DC,006,Ward 6,52382,83.25439460885597,0,NA
DC,007,Ward 7,35248,91.82992913714048,0,NA
DC,008,Ward 8,29812,90.72980704851177,0,NA
DE,001,Kent,3543,4.071243895432347,0,NA
DE,003,New Castle,106670,37.085452642777426,0,NA
DE,005,Sussex,-14548,-11.246830354381842,0,NA
FL,001,Alachua,38732,27.160528456424785,89.47645227342852,30.243657766248422
FL,003,Baker,-9874,-70.23259122270431,70.97233089124404,-70.63539787532572
FL,005,Bay,-40483,-43.51887684898521,30.802803577571378,-13.122077196900957
FL,007,Bradford,-7174,-52.626173708920184,85.54870892018779,-57.863145258103245
FL,009,Brevard,-59334,-16.446762980785223,0,NA
FL,011,Broward,285343,29.795483213459306,86.84528732175525,34.811643238550765
FL,013,Calhoun,-4065,-62.28930432117683,71.45265093472264,-59.72549860604761
FL,015,Charlotte,-30970,-26.620250988482034,86.55320611999312,-21.822118058314132
FL,017,Citrus,-38260,-41.047978714273455,77.76156553085572,-32.860099337748345
FL,019,Clay,-46163,-37.1070294602307,75.02190426429806,-33.78941616397553
FL,021,Collier,-51329,-24.69901548470296,85.9141171602075,-20.95942199445518
FL,023,Columbia,-14922,-45.16070455783548,78.92682041038678,-42.12968288661375
FL,027,DeSoto,-4054,-32.02464649656371,73.71040366537642,-27.135355267388277
FL,029,Dixie,-5394,-66.04628382515,68.89922860291416,-60.76061844677448
FL,031,Duval,18794,3.8135627612515726,0,NA
FL,033,Escambia,-25745,-15.111051111685018,0,NA
FL,035,Flagler,-14882,-20.751296781750238,0,NA
FL,037,Franklin,-2555,-37.30471601693678,74.74083807855162,-27.817933190076186
FL,039,Gadsden,8688,36.56257890749937,75.73015739415874,42.38955265351486
FL,041,Gilchrist,-6195,-63.96489416623645,62.30252968508002,-56.11534637056679
FL,043,Glades,-2397,-46.158290005777005,0,NA
FL,045,Gulf,-4128,-50.569643513414185,0,NA
FL,047,Hamilton,-1852,-31.76672384219554,69.03945111492281,-32.77018633540373
FL,049,Hardee,-3824,-45.06776664702416,57.94932233352976,-49.6237543217409
FL,051,Hendry,-2977,-23.006182380216384,78.09891808346214,-21.462497526222045
FL,053,Hernando,-32893,-30.198674280677917,75.91579295275518,-22.816819649530167
FL,055,Highlands,-17935,-34.377995016292886,76.42706536323557,-29.14827447833066
FL,057,Hillsborough,48969,6.877060035418214,84.81932076234827,11.719845620704442
FL,059,Holmes,-7156,-78.91486546096162,62.13056903396559,-74.47639332623358
FL,061,Indian River,-21028,-21.57071929752575,83.56858561404948,-16.10242309675202
FL,063,Jackson,-8722,-38.904500646772824,76.86783531825684,-34.89816050600592
FL,065,Jefferson,-582,-6.88675896343628,68.64276416992072,-2.3961385967936564
FL,067,Lafayette,-2618,-71.56916347731,64.92618917441224,-70.65263157894736
FL,069,Lake,-42354,-20.043158522388484,91.2395771221973,-17.97543593946121
FL,071,Lee,-75552,-19.18055135961249,96.21375022531157,-19.131100175468685
FL,073,Leon,46064,28.272437687581707,79.98576066875756,35.253222836095766
FL,075,Levy,-10544,-45.556275653488875,67.06416072585871,-37.17304471073315
FL,077,Liberty,-2152,-60.432462791350744,68.80089862398202,-59.183673469387756
FL,079,Madison,-1829,-19.498933901918978,81.4818763326226,-18.369750098129007
FL,081,Manatee,-34821,-16.049650162704303,79.76935628093916,-9.799151768689402
FL,083,Marion,-52968,-25.916937409480564,74.51657728891847,-17.369692830971672
FL,085,Martin,-24275,-24.58825436055345,84.75882746186414,-19.605874831200182
FL,086,Miami-Dade,85031,7.350434295514585,99.30689063775051,7.257150517323324
FL,087,Monroe,-3812,-7.93687147348477,77.83422515563514,-0.03477516518203461
FL,089,Nassau,-27002,-45.91317950723504,99.55620547176548,-45.94192997438087
FL,091,Okaloosa,-45550,-39.14138159195002,0,NA
FL,093,Okeechobee,-7080,-44.37758555848063,72.69023442396892,-39.8896266275761
FL,095,Orange,149616,23.110180212325243,82.31009124146783,29.214942256951872
FL,097,Osceola,23817,13.81208100396669,82.85508826463152,18.422084103253262
FL,099,Palm Beach,98861,12.78664904198107,79.43356985247517,21.693340519452182
FL,101,Pasco,-60548,-20.050998443553997,0,NA
FL,103,Pinellas,1241,0.2217199824910892,99.89387456116059,0.22213438593792756
FL,105,Polk,-49537,-14.431503018155546,70.68456195958701,-4.67174163022557
FL,107,Putnam,-14987,-41.20364006268386,70.35713303824265,-33.73451604079559
FL,113,Santa Rosa,-49773,-46.548144545862634,0,NA
FL,115,Sarasota,-28260,-10.444423912039175,83.56019587914626,-2.5989305285877937
FL,117,Seminole,7287,2.7939343979449034,83.09759791423039,8.255856338041166
FL,109,St. Johns,-47096,-26.664854887839567,84.81389634360386,-22.031375166889184
FL,111,St. Lucie,-2694,-1.5647416201522921,81.52106360610796,5.007338586716446
FL,119,Sumter,-33420,-36.135589555062985,0,NA
FL,121,Suwannee,-11925,-56.6319988602365,69.8580044640737,-49.938817131203265
FL,123,Taylor,-5452,-53.8362792534808,72.46963562753037,-50.86524049598038
FL,125,Union,-4080,-65.33226581265012,0,NA
FL,127,Volusia,-43246,-14.066530271045638,78.45198559714285,-6.383710902517496
FL,129,Wakulla,-7523,-40.876983264507714,70.21299717452727,-36.186348862405204
FL,131,Walton,-22609,-51.72382237880625,74.04772254123677,-45.26832885346186
FL,133,Washington,-7529,-61.07730996998459,95.06773748681755,-60.80723611229627
